"","longitude","latitude","Annual Mean Temperature","Mean Temperature of Warmest Quarter","Mean Temperature of Coldest Quarter","Annual Precipitation","Precipitation of Wettest Month","Precipitation of Driest Month","Precipitation Seasonality","Precipitation of Wettest Quarter","Precipitation of Driest Quarter","Precipitation of Warmest Quarter","Precipitation of Coldest Quarter","Mean Diurnal Range","Isothermality","Temperature Seasonality","Max Temperature of Warmest Month","Min Temperature of Coldest Month","Temperature Annual Range","Mean Temperature of Wettest Quarter","Mean Temperature of Driest Quarter"
"11",-105.386897,39.99924,6.14166688919067,15.966667175293,-2.48333311080933,446,59,18,37.9823684692383,162,60,154,60,16.0499992370605,43.8524589538574,758.388916015625,26.2000007629395,-10.3999996185303,36.5999984741211,13.5833339691162,-2.48333311080933
"12",-75.713056,55.034722,-2.93333339691162,12.7666664123535,-19.966667175293,665,100,22,49.3621520996094,274,76,239,100,7.88333320617676,17.4025020599365,1344.95751953125,18.7999992370605,-26.5,45.2999992370605,11.4166660308838,-14.25
"13",-75.713056,55.034722,-2.93333339691162,12.7666664123535,-19.966667175293,665,100,22,49.3621520996094,274,76,239,100,7.88333320617676,17.4025020599365,1344.95751953125,18.7999992370605,-26.5,45.2999992370605,11.4166660308838,-14.25
"14",-75.713056,55.034722,-2.93333339691162,12.7666664123535,-19.966667175293,665,100,22,49.3621520996094,274,76,239,100,7.88333320617676,17.4025020599365,1344.95751953125,18.7999992370605,-26.5,45.2999992370605,11.4166660308838,-14.25
"15",140.85,40.65,5.21666669845581,16.8166656494141,-5.96666669845581,1488,187,84,27.9032096862793,533,273,533,287,7.21666669845581,22.0693168640137,937.339904785156,22.5,-10.1999998092651,32.7000007629395,16.8166656494141,-5.78333330154419
"16",7.798809,58.497505,6.05833339691162,14.6333332061768,-1.94999992847443,1615,199,71,32.7518844604492,570,253,322,449,6.83333349227905,27.2244358062744,673.20751953125,19.8999996185303,-5.19999980926514,25.0999984741211,6.59999990463257,9.28333282470703
"17",-71,-39,7.22916650772095,13.3000001907349,1.19999992847443,795,149,16,67.320686340332,393,67,67,379,13.9916667938232,52.9987373352051,488.324859619141,23,-3.40000009536743,26.3999996185303,2,13.3000001907349
"18",11.45,46.18,2.40833330154419,10.0333337783813,-4.33333349227905,548,74,20,45.5516586303711,216,62,216,62,5.88333320617676,26.501501083374,601.38037109375,14.6000003814697,-7.59999990463257,22.2000007629395,10.0333337783813,-4.33333349227905
"19",-123.437945,48.609174,9.4791669845581,15.7333335876465,3.84999990463257,956,161,20,67.1283264160156,474,78,78,417,7.87499952316284,37.1462249755859,492.375762939453,21.8999996185303,0.699999988079071,21.1999988555908,4.28333330154419,15.7333335876465
"20",170.45,-43.066667,11.5458335876465,15.5666666030884,7.23333311080933,2702,299,146,19.3702983856201,825,557,557,620,9.32499980926514,48.5677070617676,337.069305419922,20.6000003814697,1.39999997615814,19.2000007629395,12.8499994277954,15.5666666030884
"21",-84.794525,10.30418,18.1208343505859,19.1000003814697,17.2333335876465,2617,410,24,62.743724822998,1138,148,336,492,9.02499961853027,74.5867767333984,77.2674789428711,24.3999996185303,12.3000001907349,12.0999994277954,18,18.533332824707
"22",-84.794525,10.30418,18.1208343505859,19.1000003814697,17.2333335876465,2617,410,24,62.743724822998,1138,148,336,492,9.02499961853027,74.5867767333984,77.2674789428711,24.3999996185303,12.3000001907349,12.0999994277954,18,18.533332824707
"23",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"24",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"25",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"26",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"27",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"28",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"29",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"30",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"31",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"32",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"33",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"34",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"35",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"36",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"37",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"38",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"39",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"40",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"41",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"42",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"43",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"44",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"45",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"46",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"47",-4.4,41.5,11.3666667938232,19.75,3.91666674613953,417,51,16,33.4842185974121,135,59,71,119,11.5166664123535,38.7766571044922,649.455444335938,28.7999992370605,-0.899999976158142,29.6999988555908,7.53333330154419,19.6166667938232
"48",-4.6,40.3,13.5291662216187,21.7333335876465,6.38333320617676,349,41,11,34.3250579833984,114,47,52,95,10.375,36.9217071533203,632.133666992188,29.5,1.39999997615814,28.1000003814697,9.86666679382324,21.6666660308838
"49",-0.4,42.2,14.1000003814697,22.9333343505859,6.18333339691162,561,64,22,24.6685218811035,168,114,114,127,10.6166667938232,35.5072441101074,684.553588867188,31.6000003814697,1.70000004768372,29.8999996185303,16.2333335876465,22.9333343505859
"50",-0.8,42.9,7.04583358764648,14.7833337783813,0.333333343267441,1078,112,53,21.4445667266846,321,188,188,303,9.30833339691162,35.8012847900391,595.274780273438,22.3999996185303,-3.59999990463257,26,1.39999997615814,14.7833337783813
"51",-4.506389,41.336667,12.0249996185303,20.2999992370605,4.59999990463257,392,47,14,33.2772903442383,127,58,65,111,12.1333332061768,40.5797119140625,643.942077636719,29.5,-0.400000005960464,29.8999996185303,8.14999961853027,20.1499996185303
"52",-4.957222,41.504722,12.3541669845581,20.283332824707,5.15000009536743,426,51,17,32.5743675231934,143,65,68,127,11.9416666030884,40.7565422058105,622.770385742188,29.3999996185303,0.100000001490116,29.2999992370605,5.78333330154419,20.283332824707
"53",-4.575833,41.426389,11.6708335876465,20,4.25,420,50,16,33.2912178039551,138,62,70,121,11.8583335876465,39.6599769592285,647.5810546875,29.2000007629395,-0.699999988079071,29.9000015258789,4.86666679382324,19.9333343505859
"54",-4.724167,41.490556,12.2291669845581,20.5,4.78333330154419,409,49,16,32.6681251525879,136,63,70,119,12.1750001907349,40.1815185546875,643.670104980469,30.1000003814697,-0.200000002980232,30.3000011444092,5.43333339691162,20.3500003814697
"55",-5.057222,41.4425,12.2583332061768,20.2333335876465,5.05000019073486,428,51,16,33.0016059875488,143,63,68,129,11.8833332061768,40.4195022583008,624.335388183594,29.3999996185303,0,29.3999996185303,5.68333339691162,20.1833324432373
"56",-4.506389,41.336667,12.0249996185303,20.2999992370605,4.59999990463257,392,47,14,33.2772903442383,127,58,65,111,12.1333332061768,40.5797119140625,643.942077636719,29.5,-0.400000005960464,29.8999996185303,8.14999961853027,20.1499996185303
"57",-4.957222,41.504722,12.3541669845581,20.283332824707,5.15000009536743,426,51,17,32.5743675231934,143,65,68,127,11.9416666030884,40.7565422058105,622.770385742188,29.3999996185303,0.100000001490116,29.2999992370605,5.78333330154419,20.283332824707
"58",-4.575833,41.426389,11.6708335876465,20,4.25,420,50,16,33.2912178039551,138,62,70,121,11.8583335876465,39.6599769592285,647.5810546875,29.2000007629395,-0.699999988079071,29.9000015258789,4.86666679382324,19.9333343505859
"59",-4.724167,41.490556,12.2291669845581,20.5,4.78333330154419,409,49,16,32.6681251525879,136,63,70,119,12.1750001907349,40.1815185546875,643.670104980469,30.1000003814697,-0.200000002980232,30.3000011444092,5.43333339691162,20.3500003814697
"60",-5.057222,41.4425,12.2583332061768,20.2333335876465,5.05000019073486,428,51,16,33.0016059875488,143,63,68,129,11.8833332061768,40.4195022583008,624.335388183594,29.3999996185303,0,29.3999996185303,5.68333339691162,20.1833324432373
"61",-4.506389,41.336667,12.0249996185303,20.2999992370605,4.59999990463257,392,47,14,33.2772903442383,127,58,65,111,12.1333332061768,40.5797119140625,643.942077636719,29.5,-0.400000005960464,29.8999996185303,8.14999961853027,20.1499996185303
"62",-4.957222,41.504722,12.3541669845581,20.283332824707,5.15000009536743,426,51,17,32.5743675231934,143,65,68,127,11.9416666030884,40.7565422058105,622.770385742188,29.3999996185303,0.100000001490116,29.2999992370605,5.78333330154419,20.283332824707
"63",-4.575833,41.426389,11.6708335876465,20,4.25,420,50,16,33.2912178039551,138,62,70,121,11.8583335876465,39.6599769592285,647.5810546875,29.2000007629395,-0.699999988079071,29.9000015258789,4.86666679382324,19.9333343505859
"64",-4.724167,41.490556,12.2291669845581,20.5,4.78333330154419,409,49,16,32.6681251525879,136,63,70,119,12.1750001907349,40.1815185546875,643.670104980469,30.1000003814697,-0.200000002980232,30.3000011444092,5.43333339691162,20.3500003814697
"65",-5.057222,41.4425,12.2583332061768,20.2333335876465,5.05000019073486,428,51,16,33.0016059875488,143,63,68,129,11.8833332061768,40.4195022583008,624.335388183594,29.3999996185303,0,29.3999996185303,5.68333339691162,20.1833324432373
"66",-4.506389,41.336667,12.0249996185303,20.2999992370605,4.59999990463257,392,47,14,33.2772903442383,127,58,65,111,12.1333332061768,40.5797119140625,643.942077636719,29.5,-0.400000005960464,29.8999996185303,8.14999961853027,20.1499996185303
"67",-4.957222,41.504722,12.3541669845581,20.283332824707,5.15000009536743,426,51,17,32.5743675231934,143,65,68,127,11.9416666030884,40.7565422058105,622.770385742188,29.3999996185303,0.100000001490116,29.2999992370605,5.78333330154419,20.283332824707
"68",-4.575833,41.426389,11.6708335876465,20,4.25,420,50,16,33.2912178039551,138,62,70,121,11.8583335876465,39.6599769592285,647.5810546875,29.2000007629395,-0.699999988079071,29.9000015258789,4.86666679382324,19.9333343505859
"69",-4.724167,41.490556,12.2291669845581,20.5,4.78333330154419,409,49,16,32.6681251525879,136,63,70,119,12.1750001907349,40.1815185546875,643.670104980469,30.1000003814697,-0.200000002980232,30.3000011444092,5.43333339691162,20.3500003814697
"70",-5.057222,41.4425,12.2583332061768,20.2333335876465,5.05000019073486,428,51,16,33.0016059875488,143,63,68,129,11.8833332061768,40.4195022583008,624.335388183594,29.3999996185303,0,29.3999996185303,5.68333339691162,20.1833324432373
"71",-4.506389,41.336667,12.0249996185303,20.2999992370605,4.59999990463257,392,47,14,33.2772903442383,127,58,65,111,12.1333332061768,40.5797119140625,643.942077636719,29.5,-0.400000005960464,29.8999996185303,8.14999961853027,20.1499996185303
"72",-4.957222,41.504722,12.3541669845581,20.283332824707,5.15000009536743,426,51,17,32.5743675231934,143,65,68,127,11.9416666030884,40.7565422058105,622.770385742188,29.3999996185303,0.100000001490116,29.2999992370605,5.78333330154419,20.283332824707
"73",-4.575833,41.426389,11.6708335876465,20,4.25,420,50,16,33.2912178039551,138,62,70,121,11.8583335876465,39.6599769592285,647.5810546875,29.2000007629395,-0.699999988079071,29.9000015258789,4.86666679382324,19.9333343505859
"74",-4.724167,41.490556,12.2291669845581,20.5,4.78333330154419,409,49,16,32.6681251525879,136,63,70,119,12.1750001907349,40.1815185546875,643.670104980469,30.1000003814697,-0.200000002980232,30.3000011444092,5.43333339691162,20.3500003814697
"75",-5.057222,41.4425,12.2583332061768,20.2333335876465,5.05000019073486,428,51,16,33.0016059875488,143,63,68,129,11.8833332061768,40.4195022583008,624.335388183594,29.3999996185303,0,29.3999996185303,5.68333339691162,20.1833324432373
"76",-4.084167,41.341667,11.470832824707,19.9833335876465,3.83333349227905,417,51,16,31.9848861694336,132,61,70,116,11.6916666030884,39.1025657653809,661.425659179688,28.7999992370605,-1.10000002384186,29.8999996185303,7.5499997138977,19.8500003814697
"77",-4.084167,41.341667,11.470832824707,19.9833335876465,3.83333349227905,417,51,16,31.9848861694336,132,61,70,116,11.6916666030884,39.1025657653809,661.425659179688,28.7999992370605,-1.10000002384186,29.8999996185303,7.5499997138977,19.8500003814697
"78",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"79",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"80",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"81",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"82",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"83",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"84",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"85",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"86",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"87",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"88",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"89",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"90",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"91",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"92",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"93",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"94",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"95",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"96",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"97",-121.55,36.383333,12.9375,18.4500007629395,8.51666641235352,671,129,2,91.0399627685547,356,9,15,356,14.2250003814697,56.0039367675781,410.327606201172,27.5,2.09999990463257,25.3999996185303,8.80000019073486,17.6000003814697
"98",-2.329579,38.377741,12.6916666030884,22.4833335876465,4.65000009536743,446,54,8,41.7697715759277,155,42,47,140,13.4499998092651,39.4428176879883,736.807678222656,33.0999984741211,-1,34.0999984741211,8.40000057220459,22.2666664123535
"99",-1.659697,38.23284,15.5041666030884,24.2999992370605,7.90000009536743,334,44,7,38.5021743774414,111,39,39,87,13.1916666030884,41.2239608764648,677.87255859375,33.5999984741211,1.60000002384186,31.9999980926514,11.6499996185303,24.2999992370605
"100",5.343889,44.118056,8.30416679382324,16.1333332061768,1.45000004768372,1117,135,44,26.0883560180664,363,191,191,285,9.02499961853027,35.1167297363281,609.330688476562,23.1000003814697,-2.59999990463257,25.7000007629395,5.16666698455811,16.1333332061768
"101",5.343889,44.118056,8.30416679382324,16.1333332061768,1.45000004768372,1117,135,44,26.0883560180664,363,191,191,285,9.02499961853027,35.1167297363281,609.330688476562,23.1000003814697,-2.59999990463257,25.7000007629395,5.16666698455811,16.1333332061768
"102",-138.24,61.01,-2.86249995231628,10.716667175293,-17.2333335876465,373,57,14,41.5729026794434,150,48,150,73,11.7416667938232,27.8238544464111,1146.82397460938,18.3999996185303,-23.7999992370605,42.1999969482422,10.716667175293,-8.8333330154419
"103",-138.24,61.01,-2.86249995231628,10.716667175293,-17.2333335876465,373,57,14,41.5729026794434,150,48,150,73,11.7416667938232,27.8238544464111,1146.82397460938,18.3999996185303,-23.7999992370605,42.1999969482422,10.716667175293,-8.8333330154419
"104",-138.24,61.01,-2.86249995231628,10.716667175293,-17.2333335876465,373,57,14,41.5729026794434,150,48,150,73,11.7416667938232,27.8238544464111,1146.82397460938,18.3999996185303,-23.7999992370605,42.1999969482422,10.716667175293,-8.8333330154419
"105",-138.24,61.01,-2.86249995231628,10.716667175293,-17.2333335876465,373,57,14,41.5729026794434,150,48,150,73,11.7416667938232,27.8238544464111,1146.82397460938,18.3999996185303,-23.7999992370605,42.1999969482422,10.716667175293,-8.8333330154419
"106",13.731306,55.496794,7.6749997138977,15.7166662216187,0.366666615009308,671,70,38,21.1559829711914,207,124,178,159,6.64999961853027,28.4188041687012,632.504028320312,20.8999996185303,-2.5,23.3999996185303,8.46666717529297,2.51666665077209
"107",12.842793,56.859459,6.57083320617676,14.7333335876465,-0.96666669845581,1073,114,56,22.9219856262207,328,188,277,280,7.60833311080933,30.6787624359131,643.426391601562,20.5,-4.30000019073486,24.7999992370605,7.1666669845581,5.34999990463257
"108",13.217318,56.552402,6.70416688919067,14.8666667938232,-0.833333373069763,1073,112,56,21.5001163482666,317,197,291,271,7.77500009536743,31.1000003814697,643.9560546875,20.6000003814697,-4.40000009536743,25,3.56666660308838,5.59999990463257
"109",13.369122,55.809319,7.69999980926514,15.8000001907349,0.283333331346512,720,74,41,20.319694519043,219,136,187,175,6.80000019073486,28.9361705780029,638.389282226562,20.8999996185303,-2.59999990463257,23.5,8.3333330154419,2.58333325386047
"110",13.269013,55.9194,7.42916679382324,15.4166660308838,0.0666666850447655,800,83,46,21.0731525421143,247,152,205,199,6.72499990463257,28.9870681762695,631.658935546875,20.3999996185303,-2.79999995231628,23.1999988555908,4.43333339691162,6.11666679382324
"111",14.563229,56.170747,6.94166660308838,15.1999998092651,-0.483333349227905,684,71,42,18.5840816497803,206,133,182,163,7.31666660308838,30.1097412109375,642.197326660156,20.8999996185303,-3.40000009536743,24.2999992370605,7.41666650772095,1.88333332538605
"112",12.4,57.2,6.99166679382324,15.1833333969116,-0.616666615009308,885,91,51,20.8433933258057,270,164,229,222,6.58333349227905,27.8954811096191,646.539123535156,19.7999992370605,-3.79999995231628,23.5999984741211,7.63333320617676,5.76666641235352
"113",138.767083,36.893861,9.09583377838135,20.5666675567627,-2.26666665077209,1679,205,98,27.8358554840088,587,314,587,351,8.7916669845581,25.4094409942627,942.468872070312,26.7999992370605,-7.80000019073486,34.5999984741211,20.5666675567627,6.43333339691162
